EGolden_SWOA,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23
0,66707.5022,2.18E+13,151323.6193,87.47656744,244766540.7,68168.46,120.7008924,-2148.474747,445.0050969,20.6431737,614.077806,570894348.4,1075433155,165.7613449,0.300866065,0.474307045,2.649354761,74.78366745,-3.282328872,-1.576964366,-0.50951028,-0.696622706,-0.784919236
1,53787.28856,2.10E+12,139536.2058,80.00474853,177582202.7,53251.04,99.82921572,-4173.292137,388.8799551,19.00997731,459.7888248,439698519.8,797182488.5,66.99895423,0.081695335,-0.376068202,1.675184433,34.83111606,-3.47083221,-1.910427485,-0.888477081,-0.930371384,-0.940618727
2,34311.42042,43667062440,128284.0207,65.05687661,122185915,32649.04,59.83121711,-5331.409482,331.6412555,16.10544421,285.1061948,264843034.9,552762267.6,32.86272719,0.035335659,-0.657201005,0.999433521,24.50308798,-3.536185228,-2.104002666,-1.542338093,-1.328865703,-1.410306662
3,21159.61706,3331096.22,121275.7198,55.80690811,70667418.37,19343.28,32.11686511,-5957.012191,252.2018041,14.03170714,155.5834295,170024643.2,333208438.1,22.72675313,0.019145678,-0.803880584,0.867978587,18.82199919,-3.584612646,-2.275932552,-2.287135508,-1.744858562,-1.78396401
4,11521.72487,12138.0325,107870.1694,47.09130542,52452729.18,11322.82,19.3109963,-6638.577576,205.2493763,11.11080066,96.996916,81949366.65,154317562.3,20.12471777,0.011485039,-0.861922762,0.780596581,14.56607663,-3.622810713,-2.366362752,-2.548249977,-2.505346605,-2.227573676
5,4921.418856,577.8295487,102891.0759,38.52885778,25264634.66,6979.2,9.436340808,-7142.394056,156.5681137,8.882333813,66.06116576,56678656.19,66594430.87,15.56662368,0.009057374,-0.906346298,0.685315931,12.47057949,-3.648418404,-2.471528339,-3.250747178,-2.91213108,-2.574205224
6,2348.96775,58.36358104,89981.57296,29.2178213,14340016.46,4085.04,4.272075792,-7464.64148,141.3504845,6.889770819,44.02211121,22487498.93,39721849.22,10.60618512,0.007232232,-0.934895485,0.644172143,10.51407561,-3.67305579,-2.561596696,-3.978700553,-3.345466275,-3.042024517
7,1413.253068,14.97175514,85092.38192,25.2021339,5622858.09,2265.36,2.043140484,-7914.032661,114.4045745,5.306787128,25.74174687,17568739.6,18107461.61,9.787699917,0.006062289,-0.970643288,0.588569175,9.717579427,-3.681163636,-2.600074123,-4.427759889,-3.934809217,-3.641679073
8,946.510285,10.14995367,77809.17253,22.30514547,3027534.208,1420.54,1.024922918,-8125.937062,94.53324445,3.926033157,16.48316497,14098423.49,7371502.372,8.730045946,0.005136143,-0.991140069,0.562363801,9.119666073,-3.702019453,-2.637133502,-4.748655373,-4.261728018,-3.922685404
9,542.2117846,7.948670641,74423.61241,17.58979834,1498037.513,849.56,0.393693647,-8382.598837,77.5559519,3.001780285,11.82570575,10518130.22,4475932.592,8.575811741,0.004473094,-1.003027028,0.556937395,8.495893886,-3.716081679,-2.677058714,-5.161700632,-4.483584508,-4.150870658
10,369.7890327,5.034186292,63352.29632,13.08203307,536082.4182,535.22,0.243060412,-8565.798049,65.74682746,2.322569326,5.992834801,3302199.796,1821595.119,8.230225058,0.004253276,-1.013264959,0.541895637,7.878317858,-3.726498664,-2.704614749,-5.36656005,-5.024994301,-4.51689075
11,244.7517645,3.9389699,55864.73361,11.04184352,357073.223,266.68,0.179655375,-8728.2988,57.49046748,1.955599897,4.29E+00,2416919.275,650562.062,6.741136982,0.003671806,-1.014351849,0.527824503,7.129271823,-3.730631223,-2.724915039,-5.752913189,-5.278652724,-4.824731783
12,206.3278762,3.325425387,49325.04936,8.791576592,255294.3206,205.64,0.148467287,-8850.61568,46.96656873,1.611237503,2.84E+00,1583197.609,646873.5124,6.132949167,0.003371893,-1.017930927,0.517849341,6.563717406,-3.736865905,-2.753047822,-5.957135021,-5.352248718,-5.146966295
13,121.6961167,2.937778654,4.66E+04,6.441568287,197194.3751,122.96,0.134601827,-9000.695151,41.91419054,1.49581186,2.44E+00,1491949.231,618411.4551,5.948797734,0.003185298,-1.018264457,0.512412606,6.244957123,-3.743548538,-2.767144026,-6.112201366,-5.485241375,-5.513390572
14,1.09E+02,2.544490283,4.47E+04,5.764724306,129563.1122,99.4,0.114062763,-9198.153326,37.0604268,1.365816347,2.08E+00,28336.39574,561864.4402,5.719653955,0.003050399,-1.019824797,0.503220204,6.03488471,-3.75286965,-2.795018978,-6.222515992,-5.550574026,-5.858379912
15,7.32E+01,2.171133304,4.04E+04,4.4658445,83164.23821,83.4,0.095157322,-9350.226763,35.05885682,1.23968685,1.61E+00,1650.259392,37528.87666,5.497347422,0.002835625,-1.021951136,0.495337,5.899640193,-3.756171406,-2.806039817,-6.361274458,-5.866599026,-6.136880084
16,5.81E+01,1.885943693,3.90E+04,3.845325962,16452.05523,61.74,0.06846459,-9406.493098,26.6503768,1.117369376,1.29E+00,1634.161404,132.9197696,5.31227102,0.002527864,-1.026225266,0.489681458,5.329243502,-3.759731378,-2.832469189,-6.580313137,-6.113800633,-6.445751487
17,4.09E+01,1.641521349,3.64E+04,3.528675745,13294.40971,51.26,0.066979653,-9572.722978,21.5057411,9.62E-01,1.10E+00,15.6635998,6.029120768,5.133247348,0.002342722,-1.026633728,0.484108435,5.14517903,-3.764755532,-2.851729854,-6.614750773,-6.417134236,-6.576542139
18,3.85E+01,1.534828821,3.46E+04,3.25E+00,10480.42722,39.7,0.063588391,-9631.458218,19.17456829,7.78E-01,9.83E-01,14.97719161,4.685987891,4.851418844,0.002171324,-1.026980087,0.479323063,5.111636692,-3.771865468,-2.877109453,-6.766040853,-6.501079701,-6.770494094
19,3.67E+01,1.345589714,3.21E+04,2.99E+00,4066.47336,33.56,0.057357612,-9811.327373,17.78988828,6.98E-01,8.62E-01,5.650737595,3.25732447,4.584469757,0.002057448,-1.027229913,0.474950677,4.934881661,-3.772803278,-2.898924175,-7.004822243,-6.665557829,-6.900008855
20,3.30E+01,1.17E+00,2.76E+04,2.57E+00,3380.36612,20.46,0.045876582,-9918.456371,14.01584397,5.63E-01,7.59E-01,3.998038508,2.97455142,4.447153285,0.001999244,-1.02742374,0.471303965,4.833709288,-3.774130349,-2.914358585,-7.250089107,-6.835026814,-7.2117633
21,3.06E+01,1.08E+00,2.66E+04,2.49E+00,2927.348704,18.28,0.041200402,-10017.12461,9.807246738,5.01E-01,6.60E-01,0.776074546,2.78108619,4.224639062,0.001954927,-1.027598754,0.462968435,4.825869665,-3.776011072,-2.9410211,-7.344166635,-6.974810899,-7.494189711
22,2.92E+01,9.35E-01,2.57E+04,2.05E+00,1819.088248,16.7,0.039059923,-10078.79721,8.07E+00,4.03E-01,5.85E-01,0.465178319,2.502484802,4.002057793,0.001931884,-1.028049665,0.455814582,4.787205698,-3.777534235,-2.966715854,-7.489459715,-7.027895061,-7.619985361
23,2.56E+01,7.78E-01,2.41E+04,1.91E+00,1206.673663,15.54,0.036915551,-10126.27883,5.67E+00,3.31E-01,5.56E-01,0.366019143,2.392315074,3.786259548,0.001913725,-1.028347447,0.451352386,4.586756162,-3.778057683,-2.97494202,-7.564499137,-7.159062726,-7.72188476
24,1.69E+01,7.18E-01,2.39E+04,1.84E+00,552.2721441,13.98,0.035067256,-10221.32584,4.01E+00,3.07E-01,5.36E-01,0.341630975,2.260733666,3.67309878,0.00187977,-1.028449257,0.440708484,4.554682981,-3.784008301,-2.984369872,-7.587631646,-7.327648742,-7.834622811
25,1.65E+01,5.23E-01,2.15E+04,1.77E+00,504.1335592,13.2,0.030594996,-10230.72989,2.60E+00,2.40E-01,5.08E-01,0.315559322,2.201078054,3.629202484,0.001847031,-1.02878296,0.43289774,4.497300316,-3.785392139,-2.991491128,-7.768665891,-7.384216172,-7.90359902
26,1.04E+01,4.67E-01,1.56E+04,1.70E+00,378.1270361,12.78,0.028263017,-10245.12939,2.54E+00,2.08E-01,4.76E-01,0.267793194,2.131303431,3.628700083,0.001780519,-1.029007891,0.430158987,4.391314004,-3.785518333,-3.007292263,-7.846482457,-7.525706547,-8.114006285
27,3.35E+00,4.23E-01,1.56E+04,1.63E+00,311.9147807,12.06,0.027828315,-10254.16399,2.44E+00,1.83E-01,4.63E-01,0.238293676,1.749016417,3.520319196,0.001717005,-1.02901582,0.421106525,4.342004187,-3.787936279,-3.015948648,-7.928920706,-7.565303396,-8.169588917
28,2.70E+00,3.57E-01,1.48E+04,1.56E+00,89.40054813,9.94,0.026331403,-10274.49089,1.80E+00,1.55E-01,4.19E-01,0.225640332,1.706012764,3.365661302,0.001705325,-1.029185928,0.420858797,4.256669407,-3.792846869,-3.022424431,-8.086294631,-7.614970057,-8.416993482
29,2.46E+00,2.95E-01,1.46E+04,1.53E+00,41.6492735,8.2,0.024065521,-10356.403,1.48E+00,1.29E-01,3.81E-01,0.217751442,1.682780519,3.299918922,0.001699611,-1.029275538,0.419885296,4.222154351,-3.794462724,-3.025933695,-8.152315468,-7.645034559,-8.526909102
30,1.55E+00,2.38E-01,1.40E+04,1.49E+00,38.28057954,5.5,0.023645905,-10360.36528,1.18E+00,1.12E-01,3.60E-01,0.207670735,1.42251966,3.290840604,0.001693534,-1.029471334,0.418704827,4.180869297,-3.794762308,-3.034554745,-8.284461808,-7.842887055,-8.532075981
31,1.39E+00,2.11E-01,1.28E+04,1.35E+00,34.0769767,4.76,0.022446272,-10377.48328,1.10E+00,1.05E-01,3.47E-01,0.188541159,1.329403085,3.177710027,0.001648497,-1.029552814,0.417414211,4.172921246,-3.796122841,-3.0410266,-8.447250096,-7.991551122,-8.554159293
32,9.98E-01,1.83E-01,1.27E+04,1.19E+00,33.3561961,3.18,0.021017478,-10397.72671,1.03E+00,8.71E-02,2.92E-01,0.182045334,1.292210039,3.174117149,0.001644471,-1.029620209,0.416127317,3.830105537,-3.797496956,-3.04744131,-8.582272905,-8.007352062,-8.568737614
33,9.74E-01,1.58E-01,1.21E+04,1.11E+00,33.29379659,2.88,0.019953158,-10405.35732,9.08E-01,5.77E-02,2.61E-01,0.172956709,1.256218365,3.03359266,0.001631391,-1.029699012,0.415042134,3.742467218,-3.798796178,-3.050534887,-8.604041113,-8.256322581,-8.693938331
34,9.02E-01,1.47E-01,1.17E+04,7.45E-01,33.0479141,2.54,0.019247306,-10497.73704,8.85E-01,4.86E-02,2.50E-01,0.167726525,1.182151611,2.877333217,0.00160973,-1.029773478,0.414697203,3.376937253,-3.799697983,-3.052144334,-8.620404039,-8.340731717,-8.76188965
35,8.94E-01,1.21E-01,1.17E+04,4.52E-01,32.06985071,2.48,0.019024528,-10504.97293,8.29E-01,3.99E-02,2.40E-01,0.150967459,1.101080917,2.865507181,0.001603221,-1.029924187,0.414694271,3.336364825,-3.80050818,-3.054126522,-8.635081995,-8.378545452,-8.824965977
36,8.53E-01,1.16E-01,1.13E+04,4.29E-01,31.73787922,2.4,0.018384522,-10673.10703,8.01E-01,3.54E-02,2.27E-01,0.146782439,1.088532645,2.865461087,0.001598183,-1.030003683,0.414679162,3.299782629,-3.801745008,-3.060924557,-8.660459191,-8.440281709,-8.972998616
37,7.42E-01,1.13E-01,9.52E+03,4.27E-01,31.35958935,2.1,0.017232768,-10709.59234,7.29E-01,3.26E-02,2.23E-01,0.13775399,1.073821891,2.854841719,0.001593067,-1.030057698,0.414194956,3.298602097,-3.803294621,-3.063809169,-8.677360685,-8.461029705,-8.978018062
38,7.34E-01,1.12E-01,9.43E+03,3.97E-01,31.1469278,2.04,0.017232768,-10723.05778,7.07E-01,3.18E-02,2.06E-01,0.134315221,1.05410593,2.853808898,0.001590594,-1.030086998,0.413691945,3.287557927,-3.803573159,-3.067032081,-8.690723786,-8.488747591,-9.000202313
39,7.29E-01,9.88E-02,9.23E+03,3.71E-01,31.13029527,1.98,0.016519107,-10728.41495,6.87E-01,2.52E-02,1.71E-01,0.128492123,1.033487173,2.598714283,0.001585956,-1.030119511,0.412579612,3.282317436,-3.803679318,-3.067989525,-8.714757848,-8.546013509,-9.015643044
40,7.00E-01,8.46E-02,9.22E+03,2.73E-01,31.09845628,1.42,0.016358158,-10795.95452,6.75E-01,2.03E-02,1.63E-01,0.123069748,1.027306481,2.511342008,0.001585812,-1.03014339,0.412413641,3.277623552,-3.804452302,-3.071792379,-8.758506957,-8.550500201,-9.026505881
41,6.64E-01,8.23E-02,9.12E+03,2.18E-01,30.01103515,1.42,0.015834063,-10865.99955,6.51E-01,1.94E-02,1.59E-01,0.121069702,1.015584968,2.509345396,0.001582245,-1.030304292,0.412044597,3.263017088,-3.804582813,-3.076117753,-8.806611085,-8.693729858,-9.101304618
42,4.07E-01,7.90E-02,9.10E+03,2.00E-01,29.98319424,1.1,0.015532966,-10962.67844,6.50E-01,1.90E-02,1.47E-01,0.118654144,1.004355089,2.509144518,0.001574726,-1.030362053,0.411757832,3.260480214,-3.804711182,-3.082816413,-8.867074941,-8.748716788,-9.113528158
43,2.86E-01,7.84E-02,8.96E+03,1.82E-01,29.77811869,1.1,0.015391537,-10968.61196,0.646700968,1.85E-02,1.32E-01,0.114390057,0.997966502,2.390660452,0.00157047,-1.030369766,0.411639367,3.223081865,-3.80502732,-3.088566838,-8.889904077,-8.775494698,-9.148230216
44,1.94E-01,7.47E-02,8.95E+03,1.73E-01,29.7012326,0.94,0.015147555,-10975.39725,0.641459022,1.58E-02,1.25E-01,0.113157733,0.986388284,2.389501242,0.001559049,-1.030419794,0.411030356,3.115247839,-3.806055211,-3.091601893,-8.933924476,-8.799596381,-9.159701865
45,1.07E-01,7.41E-02,8.95E+03,1.52E-01,29.69558189,0.84,0.014960948,-11004.79155,0.588227188,1.52E-02,1.19E-01,0.108013163,0.972509524,2.388735206,0.001559034,-1.030495378,0.41023322,3.095551031,-3.806138326,-3.092968053,-8.941940183,-9.000475047,-9.23248469
46,9.97E-02,7.28E-02,8.80E+03,1.51E-01,29.67341225,0.8,0.014213459,-11009.96493,0.579038097,1.49E-02,0.11709434,0.106338519,0.968393377,2.357888341,0.001554027,-1.030528453,0.409949277,3.073821683,-3.806389745,-3.095267715,-9.035468252,-9.009205029,-9.311944054
47,7.06E-02,6.14E-02,8.64E+03,1.47E-01,29.62648323,0.64,0.013685605,-11100.5543,0.566271403,1.44E-02,0.11375807,0.104678944,0.946951511,2.355857719,0.001551254,-1.03053375,0.409749761,3.072201196,-3.806738402,-3.095976089,-9.045626229,-9.027492847,-9.34834338
48,5.14E-02,5.73E-02,8.36E+03,1.43E-01,29.57259474,0.58,0.013265695,-11105.63172,0.552114406,1.27E-02,0.105110154,0.103074472,0.889160845,2.345659501,0.001542057,-1.030555766,0.409740186,3.069383895,-3.807905204,-3.100561124,-9.058201493,-9.214140744,-9.513493099
49,5.03E-02,4.65E-02,8.32E+03,1.36E-01,29.27696115,0.52,0.012463579,-11121.86762,0.444728085,1.26E-02,0.096773765,0.101259571,0.879372177,2.296714679,0.001538997,-1.030567213,0.40968656,3.067090466,-3.808829403,-3.105789791,-9.079440156,-9.214504547,-9.525394137
50,4.84E-02,4.18E-02,8.17E+03,1.32E-01,29.23506968,0.52,0.012187181,-11129.16305,0.436450968,1.11E-02,0.092028455,0.099397026,0.870102735,2.261328805,0.00153781,-1.030635751,0.408892547,3.056472152,-3.809244696,-3.110987559,-9.107710843,-9.218609026,-9.536485121
51,3.70E-02,3.57E-02,8.10E+03,1.29E-01,29.22348135,0.48,0.011989136,-11150.48673,0.435601894,8.77E-03,0.086629936,0.098478571,0.855259447,2.253379263,0.001522166,-1.030644339,0.408740584,3.054734212,-3.809909762,-3.112029543,-9.125269966,-9.248501865,-9.568924448
52,3.55E-02,2.65E-02,8.09E+03,9.91E-02,29.13431872,0.44,0.011801832,-11229.37907,0.416632628,7.77E-03,0.076010464,0.097738421,0.837400166,2.226780774,0.001521995,-1.030722169,0.408504756,3.054469215,-3.810900803,-3.115487138,-9.160823703,-9.251905728,-9.574119615
53,3.11E-02,2.56E-02,6.53E+03,9.28E-02,29.13093193,0.44,0.011396137,-11254.2626,0.382349552,7.59E-03,0.075762337,0.094087306,0.831983219,2.221691196,0.001518277,-1.030742059,0.407695046,3.032858738,-3.811227932,-3.11780534,-9.186233214,-9.274982815,-9.579049732
54,1.18E-02,2.49E-02,6.21E+03,8.84E-02,29.07514817,0.4,0.010893279,-11288.94319,0.382091018,6.73E-03,0.072432126,0.093349645,0.828770828,2.195861845,0.001514852,-1.030768003,0.407643416,3.023833934,-3.811528211,-3.12130697,-9.202027832,-9.277734529,-9.611993947
55,9.61E-03,2.05E-02,5.59E+03,8.59E-02,29.05914977,0.32,0.01075564,-11297.92455,0.382018675,5.99E-03,0.072322272,0.090870642,0.819820411,2.188478182,0.00151192,-1.030806635,0.407523502,3.023833657,-3.811853562,-3.122700202,-9.204358831,-9.281410995,-9.614381022
56,9.49E-03,1.99E-02,5.59E+03,8.34E-02,28.93568887,0.32,0.010659391,-11310.79138,0.381839286,5.82E-03,0.053770072,0.08943227,0.809551606,2.188478182,0.001511217,-1.030922809,0.40747711,3.021162042,-3.812688922,-3.123429832,-9.205225243,-9.28565667,-9.63816293
57,9.35E-03,1.72E-02,5.59E+03,7.53E-02,28.92729996,0.32,0.010421241,-11321.80008,0.381249846,5.57E-03,0.046564019,0.088185827,0.803416715,2.184719324,0.001510455,-1.03092609,0.406972341,3.021150834,-3.812710483,-3.127859881,-9.254881732,-9.292952563,-9.642174261
58,8.93E-03,1.57E-02,5.58E+03,7.37E-02,28.91814922,0.22,0.009614496,-11387.57044,0.381205248,5.42E-03,0.043813723,0.087169509,0.792217226,2.184661773,0.00150512,-1.030962809,0.406251778,3.020205284,-3.812770152,-3.128232578,-9.265233303,-9.31866861,-9.656618235
59,8.78E-03,1.47E-02,5.58E+03,4.85E-02,28.91647794,0.22,0.009302755,-11395.47753,0.371631534,5.41E-03,0.032939343,0.086386354,0.789541328,2.08806101,0.001504755,-1.030973651,0.405814631,3.01884784,-3.814056957,-3.129387645,-9.297740473,-9.328214969,-9.735128692
60,7.66E-03,9.37E-03,5.58E+03,4.31E-02,28.91179008,0.12,0.008940719,-11400.00478,0.324946989,5.39E-03,0.027654711,0.085146402,0.776897238,2.088005932,0.001494657,-1.030974237,0.405740954,3.01884784,-3.814319547,-3.130737315,-9.320894029,-9.351043254,-9.778723945
61,7.17E-03,8.21E-03,5.58E+03,3.29E-02,28.91133315,0.12,0.00864331,-11400.31019,0.32184016,5.31E-03,0.022290888,0.084270094,0.765597758,2.087849642,0.001487856,-1.030979434,0.405662,3.018797745,-3.81502828,-3.13134766,-9.333138078,-9.376581087,-9.792297537
62,3.97E-03,7.55E-03,3.24E+03,3.06E-02,28.91075957,0.12,0.008590444,-11402.7541,0.314168109,5.20E-03,0.021186555,0.082013985,0.760491709,2.087679752,0.001482924,-1.030982071,0.405191225,3.018330126,-3.815290083,-3.132424593,-9.335439399,-9.4097891,-9.826728529
63,3.05E-03,6.68E-03,2.87E+03,2.97E-02,28.90963455,0.12,0.008238137,-11402.94906,0.020450703,5.08E-03,0.017471322,0.080498027,0.749898087,2.08641616,0.001465296,-1.030998585,0.404969456,3.017980745,-3.816703235,-3.134030459,-9.339445176,-9.416138841,-9.828274986
64,3.03E-03,6.49E-03,2.41E+03,2.70E-02,28.90741747,0.12,0.007790869,-11404.25409,0.02041138,5.01E-03,0.01460475,0.07949532,0.741346893,2.085872423,0.001463076,-1.031005339,0.404734151,3.016123121,-3.817251506,-3.134787424,-9.346493767,-9.416561442,-9.840762478
65,2.73E-03,5.96E-03,2.39E+03,2.56E-02,28.90209821,0.12,0.007705957,-11409.31459,0.020166063,4.99E-03,0.013856938,0.07918695,0.735041556,2.07390063,0.001462436,-1.031126836,0.404616906,3.015604189,-3.81725472,-3.136196844,-9.346967904,-9.452846051,-9.846405423
66,2.57E-03,5.11E-03,2.39E+03,2.50E-02,28.89930377,0.12,0.007606425,-11413.14009,0.02012428,4.92E-03,0.013657779,0.078305734,0.729620442,2.073900046,0.001456124,-1.031133861,0.404528993,3.01543088,-3.81754316,-3.136957763,-9.353700452,-9.473887887,-9.859562124
67,2.55E-03,4.81E-03,2.39E+03,2.46E-02,28.85286787,0.1,0.007439222,-11417.21146,0.009987029,4.41E-03,0.013356003,0.076311223,0.728510272,2.047745854,0.001455821,-1.031139784,0.40448572,3.014055109,-3.817903755,-3.137988297,-9.362538287,-9.4928495,-9.859814075
68,2.47E-03,4.76E-03,2.36E+03,2.39E-02,28.84398729,0.1,0.007439222,-11417.71937,0.009845393,4.10E-03,0.012937684,0.075757961,0.724572169,2.046918211,0.001447146,-1.031168125,0.404378787,3.013998614,-3.818162481,-3.138774495,-9.372117491,-9.506304023,-9.874054619
69,2.27E-03,4.56E-03,2.36E+03,2.02E-02,28.83637542,0.1,0.007439222,-11421.90735,0.009665968,4.06E-03,0.012932632,0.074514916,0.716961051,2.045581081,0.001442157,-1.031182252,0.404349631,3.012792189,-3.818364878,-3.139797422,-9.41327771,-9.610984405,-9.874188989
70,2.27E-03,4.50E-03,2.35E+03,1.96E-02,28.83380952,0.1,0.007439222,-11423.86996,0.008906794,3.99E-03,0.012711884,0.073474001,0.713466957,2.045524149,0.001441839,-1.031192129,0.404156858,3.01206135,-3.819000582,-3.140604552,-9.428884007,-9.618969623,-9.876569472
71,2.26E-03,4.49E-03,2.35E+03,1.81E-02,28.83253445,0.1,0.007439222,-11426.10205,0.002351489,3.80E-03,0.0126111,0.072689822,0.705308849,2.045511763,0.001439983,-1.031192129,0.404156858,3.012018802,-3.819024886,-3.141479591,-9.450508971,-9.677804234,-9.889365567
72,2.23E-03,4.16E-03,2.33E+03,1.23E-02,28.8318281,0.1,0.007305823,-11426.10205,0.002260025,3.72E-03,0.01255999,0.072311806,0.703463256,2.045511763,0.001430929,-1.0312019,0.403412737,3.012014346,-3.819392628,-3.141760927,-9.466678998,-9.719023828,-9.919667857
73,1.20E-03,3.80E-03,2.32E+03,1.21E-02,28.82721359,0.08,0.007235482,-11426.10205,0.00203461,3.71E-03,0.011905376,0.071206037,0.703277151,2.045511689,0.001416411,-1.031230752,0.403412737,3.011808583,-3.820086988,-3.142891318,-9.523965915,-9.729017014,-9.919667857
74,1.18E-03,3.49E-03,2.32E+03,1.19E-02,28.82282711,0.08,0.007235482,-11428.44707,0.001908317,3.66E-03,0.011682756,0.070085045,0.701343474,2.042828149,0.001413336,-1.031244667,0.403323535,3.011808583,-3.820231246,-3.144713133,-9.530934909,-9.756684968,-9.948842864
75,1.16E-03,3.16E-03,2.32E+03,1.18E-02,28.8187698,0.08,0.007235482,-11428.44707,0.001203442,3.63E-03,0.011060607,0.069833307,0.695669634,2.024009471,0.001412473,-1.03124503,0.403109175,3.011703168,-3.82146152,-3.146187574,-9.537649994,-9.760408899,-9.950185477
76,1.06E-03,3.06E-03,2.30E+03,1.03E-02,28.81473395,0.02,0.007235482,-11434.79298,0.001128696,3.51E-03,0.010747193,0.069505177,0.684851306,2.024008549,0.001408091,-1.03124631,0.403015281,3.011703168,-3.821916394,-3.146269398,-9.550043609,-9.776238057,-9.967967156
77,9.06E-04,2.98E-03,1.98E+03,9.99E-03,28.81294663,0.02,0.006421794,-11437.55034,0.000713392,3.43E-03,0.010416446,0.069030933,0.681666297,2.024004061,0.001402968,-1.03124631,0.402869405,3.011563431,-3.821922497,-3.147098747,-9.551193875,-9.799832204,-9.972818005
78,8.63E-04,2.85E-03,1.98E+03,9.80E-03,28.8114844,0.02,0.006421794,-11438.37486,0.000701833,2.48E-03,0.010394009,0.067869007,0.678106763,2.010043753,0.001393496,-1.031258693,0.402869405,3.011472713,-3.821958796,-3.148432279,-9.567558343,-9.839613867,-9.975451918
79,8.58E-04,2.81E-03,1.98E+03,9.36E-03,28.80971995,0.02,0.006421794,-11439.72518,0.00042944,2.13E-03,0.010342265,0.067740318,0.677102455,1.97033343,0.001393224,-1.031269236,0.402843489,3.010883278,-3.821986871,-3.149885226,-9.582682517,-9.839613867,-9.97740496
80,8.53E-04,2.70E-03,1.98E+03,9.25E-03,28.80882125,0.02,0.005980798,-11439.72518,0.000423706,1.95E-03,0.010324628,0.067419354,0.676348871,1.970131532,0.001387741,-1.031269236,0.402551608,3.010440817,-3.822053873,-3.150518129,-9.595978442,-9.846193307,-9.98474652
81,8.53E-04,2.49E-03,1.98E+03,7.76E-03,28.80804363,0.02,0.005921807,-11440.8723,0.000201483,1.92E-03,0.008973038,0.066996804,0.674366218,1.970070603,0.001381855,-1.031269702,0.402551608,3.010112584,-3.822770403,-3.150701336,-9.595978442,-9.846813368,-10.0131129
82,8.51E-04,2.16E-03,1.98E+03,7.65E-03,28.8067508,0.02,0.005921807,-11441.36005,0.00018961,1.84E-03,0.002002863,0.066928526,0.672493991,1.963191043,0.001381337,-1.031269702,0.40255144,3.009566289,-3.822920589,-3.152234728,-9.607534039,-9.846825629,-10.02472435
83,8.50E-04,2.10E-03,1.97E+03,5.88E-03,28.8064703,0.02,0.005705053,-11442.42447,0.000175645,1.73E-03,0.001755407,0.065716585,0.669917192,1.95004693,0.001380473,-1.031271399,0.402248039,3.009548927,-3.823182075,-3.153515864,-9.607614904,-9.84785467,-10.02472435
84,7.91E-04,2.07E-03,1.97E+03,5.87E-03,28.80008094,0.02,0.005705053,-11478.76419,0.000175645,1.63E-03,0.001536773,0.064672454,0.668965331,1.949988945,0.001378665,-1.031277564,0.402240371,3.007673523,-3.823356424,-3.154637671,-9.608640978,-9.861935496,-10.02966487
85,7.90E-04,2.07E-03,1.97E+03,5.83E-03,28.79244556,0.02,0.005480868,-11478.90439,0.000175407,1.62E-03,0.001489709,0.063557834,0.664438353,1.943213833,0.001375781,-1.031339848,0.402180067,3.007359704,-3.82351503,-3.156451291,-9.630378255,-9.887536427,-10.04711994
86,4.79E-04,1.97E-03,1.97E+03,4.90E-03,28.79038133,0.02,0.005480868,-11479.20858,0.000138919,1.47E-03,0.001488373,6.28E-02,0.662036114,1.942318071,0.001374985,-1.03134115,0.402048867,3.007342567,-3.823926513,-3.15676654,-9.647730549,-9.890521602,-10.05228715
87,4.79E-04,1.96E-03,1.97E+03,4.56E-03,28.78889809,0.02,0.005343059,-11482.20593,0.000133803,1.17E-03,0.001013041,6.21E-02,0.655502077,1.93930872,0.00137477,-1.03134115,0.402048612,3.007157369,-3.824673838,-3.158133446,-9.649650946,-9.894587476,-10.05270519
88,4.69E-04,1.88E-03,1.97E+03,4.31E-03,28.78643582,0.02,0.005343059,-11484.68618,0.000117705,1.12E-03,0.000785472,6.20E-02,0.649949852,1.938857319,0.001373977,-1.031356244,0.402039787,3.007077737,-3.824978211,-3.160209707,-9.655457838,-9.895333367,-10.05912095
89,4.67E-04,1.83E-03,1.97E+03,4.23E-03,28.78530299,0.02,0.005197942,-11484.71328,9.83E-05,1.09E-03,0.000718127,6.12E-02,0.643506808,1.929361861,0.001372163,-1.031356999,0.401803217,3.00671844,-3.824986691,-3.160666672,-9.655457838,-9.934509223,-10.06729583
90,1.59E-04,1.78E-03,1.97E+03,4.08E-03,28.78398285,0.02,0.005124393,-11484.77315,6.52E-05,1.02E-03,0.000621993,6.00E-02,0.639446346,1.929069987,0.001361857,-1.031358174,0.401803217,3.006651175,-3.825156437,-3.162153681,-9.656615056,-9.934859078,-10.0678868
91,1.19E-04,1.75E-03,1.97E+03,3.99E-03,28.78339479,0.02,0.005101153,-11510.1345,6.09E-05,9.57E-04,0.000609931,5.87E-02,0.636782352,1.929069987,0.001359328,-1.03136506,0.401615786,3.006651087,-3.825156437,-3.163530096,-9.673016702,-9.936256576,-10.06976789
