EGolden_SWOA,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23
233,7.28E-27,6.96E-16,2.83E-12,2.41E-13,28.43655065,0,0.001267326,-12042.64517,0.00E+00,9.41E-16,0,2.68E-02,0.450406634,1.454767018,0.000897717,-1.031617085,0.398165404,3.000372281,-3.856795528,-3.214933973,-10.05807867,-10.30606925,-10.4319697
234,5.86E-27,3.25E-16,1.68E-12,1.67E-13,28.43141438,0,0.001267326,-12045.7879,0.00E+00,9.41E-16,0,2.67E-02,0.450179502,1.454585276,0.000896107,-1.031617946,0.398165404,3.000372281,-3.856800723,-3.215235508,-10.05824794,-10.30612525,-10.43265502
235,4.08E-27,2.34E-16,9.86E-13,1.23E-13,28.42372276,0,0.001251025,-12047.3725,0.00E+00,9.41E-16,0,2.66E-02,0.450055942,1.454578705,0.000894585,-1.031617992,0.39816432,3.000372281,-3.856805439,-3.215374898,-10.06147406,-10.30703244,-10.43280966
236,7.37E-30,1.41E-16,2.44E-13,9.55E-14,28.42017685,0,0.001173935,-12048.9535,0.00E+00,9.41E-16,0,2.64E-02,0.44954418,1.454578697,0.00089143,-1.031617992,0.398160108,3.000371086,-3.856912504,-3.215453354,-10.06161596,-10.30727039,-10.43289011
237,5.07E-30,2.05E-17,1.76E-13,5.38E-14,28.41630639,0,0.001173935,-12049.16136,0.00E+00,8.70E-16,0,2.62E-02,0.44930679,1.454443953,0.000890468,-1.031617992,0.398157458,3.000371086,-3.856923454,-3.215587504,-10.06161596,-10.30793257,-10.43289614
238,4.87E-30,1.58E-17,1.71E-13,4.53E-14,28.41273702,0,0.001163905,-12050.76339,0.00E+00,8.70E-16,0,2.61E-02,0.448334734,1.454219909,0.000889416,-1.031618172,0.398156099,3.00036564,-3.856939187,-3.215688551,-10.06166266,-10.30836767,-10.43351309
239,4.45E-30,1.37E-17,1.71E-13,3.83E-14,28.40998151,0,0.001137069,-12050.78471,0.00E+00,7.99E-16,0,2.60E-02,0.448085328,1.454198176,0.000888602,-1.031618194,0.398154127,3.000364258,-3.85704632,-3.215704428,-10.06167329,-10.3085809,-10.43375573
240,3.69E-30,1.08E-17,1.63E-13,2.95E-14,28.40553298,0,0.001137069,-12070.63161,0.00E+00,7.28E-16,0,2.59E-02,0.447488631,1.454198175,0.000887183,-1.031618215,0.398152922,3.000362619,-3.857051938,-3.215754961,-10.06788764,-10.30902805,-10.4344529
241,1.63E-30,8.11E-18,1.63E-13,1.23E-14,28.40082515,0,0.001137069,-12070.74976,0.00E+00,5.86E-16,0,2.58E-02,0.44690342,1.454198175,0.000887173,-1.031618215,0.398148603,3.000362367,-3.857078552,-3.215792343,-10.06906522,-10.30913604,-10.4344529
242,1.18E-30,6.20E-18,2.70E-14,1.02E-14,28.39801621,0,0.001103864,-12071.40951,0.00E+00,5.86E-16,0,2.57E-02,0.446530579,1.454186768,0.000887172,-1.031618476,0.398148603,3.000352341,-3.857089691,-3.215857557,-10.06916554,-10.30964616,-10.43509111
243,4.03E-31,5.36E-18,2.56E-14,7.82E-15,28.395255,0,0.001103864,-12074.17863,0.00E+00,5.15E-16,0,2.56E-02,0.446095895,1.454186768,0.000886124,-1.031618523,0.398135977,3.000352279,-3.857111836,-3.215921101,-10.0693063,-10.30974294,-10.43524346
244,2.62E-31,3.01E-18,2.55E-14,4.81E-15,28.38977859,0,0.001090384,-12074.23423,0.00E+00,5.15E-16,0,2.56E-02,0.445376585,1.454186714,0.000885038,-1.031618525,0.398135977,3.000342482,-3.857112586,-3.215974391,-10.0693063,-10.31007818,-10.43531141
245,2.08E-31,2.13E-18,2.43E-14,4.77E-15,28.38578438,0,0.001090077,-12079.74294,0.00E+00,5.15E-16,0,2.55E-02,0.444198875,1.454185059,0.000884721,-1.031619021,0.398135615,3.000341973,-3.857131112,-3.215992933,-10.07038088,-10.31024382,-10.43675065
246,1.28E-31,2.10E-18,2.36E-14,3.56E-15,28.38225796,0,0.001090077,-12080.43509,0.00E+00,4.44E-16,0,2.54E-02,0.443040681,1.454185059,0.000884236,-1.031619021,0.398135615,3.000333492,-3.857170677,-3.216500868,-10.07065245,-10.31128178,-10.43677657
247,8.09E-32,1.81E-18,2.09E-14,1.29E-15,28.37963659,0,0.001090077,-12080.43509,0.00E+00,4.44E-16,0,2.54E-02,0.441799108,1.45418278,0.000881671,-1.031619021,0.398134476,3.00033326,-3.85717796,-3.216630304,-10.07178526,-10.31134434,-10.43705975
248,5.79E-32,1.45E-18,5.14E-15,4.06E-16,28.3764307,0,0.001029703,-12083.04008,0.00E+00,4.44E-16,0,2.53E-02,0.440783218,1.45418278,0.000881192,-1.031619194,0.398119909,3.000333081,-3.857221708,-3.21672535,-10.07191257,-10.312718,-10.43718454
249,2.61E-32,5.51E-19,5.14E-15,3.14E-16,28.37474846,0,0.001029703,-12085.01817,0.00E+00,4.44E-16,0,2.52E-02,0.439819612,1.45418278,0.000880713,-1.031619231,0.398116717,3.00033124,-3.857243959,-3.216877152,-10.07219652,-10.31455828,-10.43736984
250,2.43E-32,1.64E-19,5.13E-15,1.91E-16,28.37318471,0,0.001029703,-12086.16668,0.00E+00,4.44E-16,0,2.51E-02,0.438211574,1.454182668,0.000879865,-1.031619231,0.398108652,3.000329665,-3.857267399,-3.216892511,-10.07222344,-10.31477102,-10.43749276
251,2.05E-32,1.03E-19,5.01E-15,1.32E-16,28.37144924,0,0.001029703,-12088.97888,0.00E+00,4.44E-16,0,2.51E-02,0.437614667,1.454177756,0.000879349,-1.031619231,0.398108652,3.000326978,-3.857285831,-3.217167691,-10.07263508,-10.31565926,-10.43750112
252,1.03E-32,7.76E-20,4.58E-15,8.70E-17,28.37065921,0,0.001002608,-12103.45261,0.00E+00,4.44E-16,0,2.50E-02,0.437240515,1.454177756,0.000879221,-1.031619236,0.3981056,3.000326978,-3.857287464,-3.217351346,-10.07263932,-10.31565926,-10.4375068
253,3.00E-33,3.23E-20,4.58E-15,7.07E-17,28.36999212,0,0.001002608,-12108.28138,0.00E+00,4.44E-16,0,2.49E-02,0.436773552,1.454177756,0.000879139,-1.03161957,0.398104547,3.000325389,-3.857333292,-3.217426076,-10.07317512,-10.31644394,-10.43759439
254,2.04E-34,1.95E-20,4.38E-15,5.56E-17,28.36990165,0,0.000969812,-12113.8141,0.00E+00,4.44E-16,0,2.49E-02,0.436592334,1.454177756,0.000879139,-1.031619739,0.398104547,3.000325179,-3.8573417,-3.217438917,-10.07338892,-10.31644394,-10.43789326
255,1.46E-34,1.65E-20,4.10E-15,4.80E-17,28.3697255,0,0.000969812,-12121.45847,0.00E+00,4.44E-16,0,2.48E-02,0.436544808,1.454177161,0.000877979,-1.031619739,0.398104152,3.000315199,-3.857351166,-3.217463735,-10.0735138,-10.31722832,-10.43810905
256,8.84E-36,8.26E-21,3.99E-15,4.21E-17,28.36950056,0,0.000969812,-12122.10285,0.00E+00,4.44E-16,0,2.48E-02,0.436395688,1.454177161,0.000877705,-1.031619739,0.398104152,3.000314285,-3.857419021,-3.217768219,-10.07382731,-10.3179659,-10.43865534
257,2.64E-36,7.22E-21,3.96E-15,4.03E-17,28.36933849,0,0.000967266,-12126.6003,0.00E+00,4.44E-16,0,2.48E-02,0.436159843,1.45417711,0.00087739,-1.031619901,0.39810294,3.000314203,-3.857419981,-3.217859546,-10.07384586,-10.31809317,-10.44051293
258,1.67E-36,5.02E-21,3.55E-15,4.02E-17,28.36929349,0,0.000967266,-12132.75805,0.00E+00,4.44E-16,0,2.48E-02,0.435909788,1.45417711,0.000877297,-1.031620063,0.398101339,3.00031315,-3.857440519,-3.217997344,-10.07428854,-10.31833634,-10.44192465
259,7.30E-37,4.45E-21,2.59E-15,3.89E-17,28.36916631,0,0.000967266,-12137.63334,0.00E+00,4.44E-16,0,2.48E-02,0.435661828,1.45417711,0.000877295,-1.031620063,0.398101215,3.00031315,-3.857458574,-3.218044627,-10.07465848,-10.31843659,-10.44287186
260,8.34E-39,2.85E-21,2.21E-15,3.89E-17,28.36855124,0,0.000960858,-12137.71738,0.00E+00,4.44E-16,0,2.48E-02,0.435561179,1.435497065,0.000877128,-1.031620063,0.398101085,3.00031315,-3.857459208,-3.218153604,-10.07470266,-10.31845813,-10.44370598
261,4.06E-39,1.35E-21,4.01E-17,1.70E-17,28.36830756,0,0.000960858,-12141.48349,0.00E+00,4.44E-16,0,2.48E-02,0.435493312,1.435497061,0.000876931,-1.031620063,0.398101063,3.00031315,-3.857464963,-3.218295562,-10.07497991,-10.31878508,-10.44476119
262,3.81E-39,3.89E-22,3.29E-17,5.03E-18,28.36816466,0,0.000960858,-12141.53328,0.00E+00,4.44E-16,0,2.47E-02,0.435399709,1.435497061,0.000876745,-1.031620063,0.398101063,3.000301254,-3.857469904,-3.218396935,-10.07797146,-10.320446,-10.44478523
263,8.33E-40,3.76E-22,3.16E-17,9.10E-19,28.36811799,0,0.000960858,-12149.09936,0.00E+00,4.44E-16,0,2.47E-02,0.43536128,1.434318338,0.000876508,-1.031620063,0.398096248,3.000299405,-3.857475861,-3.218488502,-10.07798476,-10.32044893,-10.44491857
264,3.30E-40,2.51E-22,3.07E-17,8.51E-19,28.36811172,0,0.000886153,-12152.92759,0.00E+00,4.44E-16,0,2.47E-02,0.435317425,1.434318338,0.000875553,-1.031620116,0.398096248,3.000299405,-3.857476401,-3.21861659,-10.07798648,-10.32231347,-10.44586312
265,4.88E-41,5.42E-23,2.37E-17,3.43E-19,28.36809522,0,0.000886153,-12155.08954,0.00E+00,4.44E-16,0,2.47E-02,0.435296238,1.434298481,0.000875371,-1.031620116,0.398091868,3.000291229,-3.857538302,-3.218675324,-10.07798648,-10.32235875,-10.44637402
266,4.31E-41,1.61E-23,2.24E-17,3.41E-19,28.36808648,0,0.000886153,-12155.6869,0.00E+00,4.44E-16,0,2.47E-02,0.43529145,1.434298351,0.000875363,-1.031620158,0.398089871,3.000290272,-3.857538302,-3.218715188,-10.07811893,-10.32314558,-10.44852533
267,2.87E-41,1.41E-23,2.24E-17,3.14E-19,28.3680824,0,0.000886153,-12155.85261,0.00E+00,4.44E-16,0,2.47E-02,0.435285094,1.434298351,0.000875213,-1.031620199,0.398087724,3.000290118,-3.857553165,-3.21876597,-10.07820208,-10.32314558,-10.44858458
268,2.07E-41,8.32E-24,2.23E-17,1.86E-19,28.3680702,0,0.000886153,-12157.35911,0.00E+00,4.44E-16,0,2.47E-02,0.435266466,1.434298351,0.000875174,-1.031620391,0.398085908,3.000290118,-3.857555838,-3.218913371,-10.07870686,-10.32314857,-10.44869119
269,1.50E-41,1.95E-24,2.23E-17,7.29E-20,28.36800573,0,0.000886153,-12158.8032,0.00E+00,4.44E-16,0,2.47E-02,0.435258777,1.434298159,0.000875105,-1.031620392,0.398085908,3.000287636,-3.857565055,-3.219027969,-10.07882352,-10.32324931,-10.44954736
270,1.06E-41,1.42E-24,2.23E-17,7.02E-20,28.3680036,0,0.000886153,-12159.05545,0.00E+00,4.44E-16,0,2.47E-02,0.435256794,1.434298156,0.000875105,-1.031620654,0.398085853,3.000287115,-3.857568328,-3.219060312,-10.08127216,-10.3232514,-10.45229411
271,8.84E-42,7.33E-25,2.23E-17,6.83E-20,28.36800347,0,0.000886153,-12173.30647,0.00E+00,4.44E-16,0,2.47E-02,0.435191904,1.434298147,0.000875054,-1.0316208,0.398085637,3.000284541,-3.857631829,-3.219096213,-10.08295295,-10.32331246,-10.45298599
272,6.59E-42,5.61E-25,2.23E-17,5.98E-20,28.36798886,0,0.000886153,-12183.99063,0.00E+00,4.44E-16,0,2.47E-02,0.435189412,1.434298008,0.000875052,-1.0316208,0.39808509,3.000281163,-3.857631829,-3.219263992,-10.0847131,-10.32334702,-10.45426766
273,5.51E-42,2.34E-25,2.22E-17,3.95E-20,28.36794956,0,0.000886153,-12185.89877,0.00E+00,4.44E-16,0,2.47E-02,0.435186754,1.434297996,0.000875029,-1.031621159,0.398084376,3.000281163,-3.857631829,-3.219452192,-10.08628512,-10.32365055,-10.45428671
274,2.68E-42,2.08E-25,2.22E-17,3.90E-20,28.36791816,0,0.000886153,-12189.07691,0.00E+00,4.44E-16,0,2.47E-02,0.435168117,1.434297933,0.000874988,-1.031621159,0.398080255,3.000278502,-3.857705651,-3.219665206,-10.08678337,-10.32423914,-10.45456683
275,2.01E-43,1.12E-25,2.22E-17,3.14E-20,28.36789461,0,0.000886153,-12189.58855,0.00E+00,4.44E-16,0,2.47E-02,0.435167971,1.434297916,0.00087489,-1.031621286,0.398079426,3.000278238,-3.857718833,-3.219856523,-10.08688949,-10.32464612,-10.45493366
276,1.37E-43,6.24E-26,2.22E-17,2.51E-20,28.36789208,0,0.000886153,-12190.69497,0.00E+00,4.44E-16,0,2.47E-02,0.435166694,1.434297916,0.000874671,-1.031621347,0.398079294,3.00027679,-3.857737,-3.219889016,-10.08688949,-10.32518946,-10.45548255
277,8.99E-44,5.56E-26,2.22E-17,2.42E-20,28.36788613,0,0.000886153,-12190.91625,0.00E+00,4.44E-16,0,2.47E-02,0.435166331,1.434297836,0.000874511,-1.031621357,0.398079294,3.000273929,-3.857747551,-3.219917396,-10.08714919,-10.32522682,-10.45794208
278,7.94E-44,2.59E-26,4.48E-18,2.40E-20,28.36788229,0,0.000886153,-12197.82573,0.00E+00,4.44E-16,0,2.47E-02,0.435165826,1.434297836,0.000874509,-1.031621596,0.398076609,3.000273929,-3.857780545,-3.220066902,-10.08742484,-10.3268159,-10.45799814
279,5.33E-44,1.70E-26,1.66E-18,2.26E-20,28.36788219,0,0.000886153,-12198.30395,0.00E+00,4.44E-16,0,2.47E-02,0.435165107,1.434297836,0.000874504,-1.031621596,0.398076016,3.000272106,-3.857794318,-3.220091582,-10.08916711,-10.32777188,-10.45799814
280,3.32E-44,1.56E-26,5.99E-19,1.02E-20,28.36788062,0,0.000877495,-12210.62926,0.00E+00,4.44E-16,0,2.47E-02,0.435161779,1.434297836,0.000874495,-1.031621687,0.398075173,3.000267438,-3.857820995,-3.220100708,-10.09053255,-10.32786765,-10.45978886
281,1.14E-44,2.59E-27,3.42E-21,2.57E-21,28.3678806,0,0.000876037,-12211.24037,0.00E+00,4.44E-16,0,2.47E-02,0.435161665,1.434297452,0.000874058,-1.031622111,0.398075173,3.000267438,-3.857853337,-3.22011895,-10.0912796,-10.32798975,-10.45989779
282,5.68E-46,2.28E-27,1.60E-21,1.66E-21,28.36788057,0,0.000835636,-12211.24853,0.00E+00,4.44E-16,0,2.47E-02,0.43515951,1.434288017,0.000873952,-1.031622111,0.398075173,3.000267403,-3.857853337,-3.220129735,-10.09128439,-10.32874902,-10.46012288
283,2.61E-46,2.09E-27,1.44E-21,1.07E-21,28.36788056,0,0.000835636,-12214.80206,0.00E+00,4.44E-16,0,2.47E-02,0.435159135,1.434288017,0.000873892,-1.031622116,0.398074695,3.000267403,-3.857853337,-3.220200059,-10.09263291,-10.32885417,-10.46070958
284,2.06E-46,4.48E-28,1.38E-21,9.55E-22,28.36788054,0,0.000835636,-12214.86004,0.00E+00,4.44E-16,0,2.47E-02,0.435158951,1.434287442,0.000873378,-1.031622116,0.398073434,3.000267403,-3.857853337,-3.220248893,-10.09332446,-10.32905837,-10.46071463
285,1.30E-46,4.01E-28,1.29E-21,8.22E-22,28.36788051,0,0.000835636,-12215.71229,0.00E+00,4.44E-16,0,2.47E-02,0.435158453,1.434287364,0.000873375,-1.031622116,0.398073434,3.0002674,-3.857885561,-3.220270434,-10.09397264,-10.32927919,-10.46071751
286,1.01E-46,1.71E-28,1.29E-21,5.65E-22,28.36788048,0,0.000835636,-12220.72294,0.00E+00,4.44E-16,0,2.47E-02,0.435158124,1.434287364,0.000873348,-1.031622417,0.398073434,3.0002674,-3.857917478,-3.220280859,-10.0941087,-10.32947442,-10.46072286
287,4.90E-47,1.06E-28,1.11E-21,2.66E-22,28.36788048,0,0.000835636,-12221.05276,0.00E+00,4.44E-16,0,2.47E-02,0.435157584,1.434287292,0.000873347,-1.031622418,0.398061222,3.00026654,-3.858101985,-3.220291939,-10.09420579,-10.32958584,-10.46190157
288,4.33E-47,5.62E-29,1.00E-21,9.10E-23,28.3678804,0,0.000817774,-12221.77306,0.00E+00,4.44E-16,0,2.47E-02,0.435157154,1.434287291,0.000873297,-1.031622418,0.398060447,3.00026654,-3.858107823,-3.220353676,-10.09458248,-10.32960366,-10.46205488
289,2.83E-47,4.89E-29,9.99E-22,7.82E-23,28.3678804,0,0.000817774,-12222.66583,0.00E+00,4.44E-16,0,2.47E-02,0.435156205,1.434287291,0.000873273,-1.031622418,0.398058563,3.000265822,-3.858110559,-3.220429728,-10.09460415,-10.32969332,-10.46370057
290,4.14E-48,4.74E-29,9.99E-22,7.69E-23,28.36787536,0,0.000817774,-12222.66583,0.00E+00,4.44E-16,0,2.47E-02,0.435155981,1.434287273,0.000873124,-1.031622535,0.398056925,3.000265578,-3.858139667,-3.220484449,-10.09468524,-10.32973837,-10.46370163
291,8.06E-50,3.96E-29,9.99E-22,7.61E-23,28.36787536,0,0.000817774,-12223.34671,0.00E+00,4.44E-16,0,2.47E-02,0.435155923,1.434287273,0.000873116,-1.031622807,0.398056925,3.000263961,-3.858153521,-3.220527622,-10.09472694,-10.32976115,-10.46378171
292,5.08E-50,1.29E-29,9.99E-22,7.60E-23,28.3678749,0,0.000817774,-12224.23226,0.00E+00,4.44E-16,0,2.47E-02,0.435155923,1.434283791,0.000873042,-1.031622807,0.398054375,3.00026273,-3.858153521,-3.220671414,-10.09575404,-10.32984556,-10.46391657
293,1.14E-50,1.02E-29,9.80E-22,7.51E-23,28.36787455,0,0.000815035,-12224.94895,0.00E+00,4.44E-16,0,2.47E-02,0.435155882,1.434283791,0.000872985,-1.031622816,0.398045939,3.000262603,-3.858180337,-3.220795752,-10.09638918,-10.32992591,-10.46401014
294,8.30E-53,7.73E-30,9.78E-22,6.52E-23,28.36787454,0,0.000815035,-12226.4415,0.00E+00,4.44E-16,0,2.47E-02,0.435155569,1.434273977,0.000872967,-1.031622816,0.398044973,3.000262038,-3.858194008,-3.221007904,-10.09640067,-10.33004686,-10.46479355
295,6.69E-54,6.51E-30,2.16E-22,2.95E-23,28.36787453,0,0.000812016,-12226.66674,0.00E+00,4.44E-16,0,2.47E-02,0.435155569,1.434273977,0.000872632,-1.031622816,0.398044921,3.000261358,-3.858203522,-3.221093162,-10.09712755,-10.33006488,-10.46486915
296,5.09E-54,4.58E-30,8.32E-23,1.00E-23,28.36787452,0,0.000812016,-12227.77751,0.00E+00,4.44E-16,0,2.47E-02,0.435155508,1.434273977,0.000872632,-1.031622838,0.398044921,3.000261321,-3.858210381,-3.221214292,-10.097823,-10.33024393,-10.46489291
297,1.52E-54,2.53E-30,7.13E-23,4.93E-24,28.3678745,0,0.000812016,-12228.00265,0.00E+00,4.44E-16,0,2.47E-02,0.435155352,1.43427351,0.000872536,-1.03162284,0.398043853,3.000261321,-3.858230017,-3.221276376,-10.09814326,-10.33024393,-10.46496094
298,6.50E-55,1.86E-30,6.49E-23,2.51E-24,28.36787443,0,0.000812016,-12230.66779,0.00E+00,4.44E-16,0,2.47E-02,0.435155314,1.43427351,0.000872517,-1.031622848,0.39804134,3.000261198,-3.858261763,-3.221495792,-10.09815255,-10.3310264,-10.46550105
299,1.37E-55,1.07E-30,6.18E-23,1.90E-24,28.36787437,0,0.000812016,-12231.32745,0.00E+00,4.44E-16,0,2.47E-02,0.435155314,1.434272777,0.000872516,-1.031622848,0.398040805,3.000261198,-3.858261763,-3.22152516,-10.09875433,-10.33111993,-10.46552474
300,3.38E-56,5.10E-31,6.06E-23,9.78E-25,28.36787437,0,0.000812016,-12231.57727,0.00E+00,4.44E-16,0,2.47E-02,0.435154372,1.434268547,0.000872506,-1.031622848,0.398038995,3.000261198,-3.858261763,-3.221550595,-10.09879599,-10.33183857,-10.46580755
301,2.36E-56,2.93E-31,6.06E-23,9.89E-26,28.36787433,0,0.000812016,-12233.98046,0.00E+00,4.44E-16,0,2.47E-02,0.435154338,1.434268547,0.000872281,-1.031622848,0.398038934,3.000259243,-3.858269457,-3.221565233,-10.09902822,-10.33188559,-10.46606825
302,8.57E-57,1.38E-31,6.02E-23,5.12E-26,28.36787432,0,0.000812016,-12234.55128,0.00E+00,4.44E-16,0,2.47E-02,0.435154338,1.434268547,0.000872251,-1.031622885,0.398030406,3.000259091,-3.858275917,-3.221661905,-10.09908345,-10.33244698,-10.46724846
303,5.50E-57,1.36E-31,6.02E-23,3.36E-26,28.36787432,0,0.000808767,-12235.2619,0.00E+00,4.44E-16,0,2.47E-02,0.435154109,1.434268155,0.000872251,-1.031623213,0.398030112,3.000258598,-3.858365974,-3.221717003,-10.09909609,-10.33310162,-10.46729361
304,4.67E-57,8.37E-32,6.02E-23,2.30E-26,28.36787432,0,0.000800798,-12238.77361,0.00E+00,4.44E-16,0,2.47E-02,0.43515371,1.434268075,0.000872204,-1.031623213,0.398030112,3.000258598,-3.858376434,-3.221783497,-10.09916574,-10.33402131,-10.46738158
305,3.69E-57,5.72E-32,5.99E-23,5.40E-27,28.36787431,0,0.000800798,-12238.97894,0.00E+00,4.44E-16,0,2.47E-02,0.435153691,1.434268004,0.000872204,-1.031623213,0.398029404,3.000253004,-3.858415566,-3.221829614,-10.09930709,-10.33402131,-10.46759382
306,2.66E-58,5.11E-32,5.99E-23,3.00E-27,28.36787431,0,0.000788705,-12239.35085,0.00E+00,4.44E-16,0,2.47E-02,0.43515368,1.434239639,0.000872118,-1.031623382,0.39802677,3.000252877,-3.858478662,-3.221910397,-10.09931505,-10.33427043,-10.46759382
307,1.87E-58,3.98E-32,5.99E-23,2.45E-27,28.3678743,0,0.000788705,-12239.59995,0.00E+00,4.44E-16,0,2.47E-02,0.435153601,1.434239639,0.00087199,-1.031623655,0.39802677,3.000252877,-3.858483841,-3.221931829,-10.09934424,-10.33454346,-10.46766852
308,1.41E-58,9.89E-33,5.92E-23,2.43E-27,28.3678743,0,0.000788705,-12239.82018,0.00E+00,4.44E-16,0,2.47E-02,0.435153255,1.434235363,0.000871981,-1.031623655,0.398026738,3.000234656,-3.858531537,-3.221976517,-10.09978063,-10.3347055,-10.46775612
309,1.12E-59,7.27E-33,5.59E-23,2.19E-27,28.3678743,0,0.000788705,-12241.77614,0.00E+00,4.44E-16,0,2.47E-02,0.435153255,1.43423494,0.000871885,-1.031623775,0.39802661,3.000232717,-3.858557229,-3.222096028,-10.10013709,-10.33537867,-10.46813053
310,1.82E-61,1.74E-33,5.59E-23,2.14E-27,28.36787429,0,0.000783909,-12242.16823,0.00E+00,4.44E-16,0,2.47E-02,0.435153106,1.43423494,0.000871844,-1.031623775,0.398026238,3.000232301,-3.858564788,-3.222136065,-10.10038451,-10.33537867,-10.4684977
311,1.52E-61,1.04E-33,5.48E-23,1.88E-27,28.36787429,0,0.000783909,-12243.49414,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434233731,0.000859111,-1.031624,0.398026033,3.000232301,-3.858636226,-3.222158103,-10.10082614,-10.33545213,-10.46855693
312,8.92E-62,8.44E-34,5.48E-23,1.86E-27,28.36787427,0,0.000772062,-12245.05701,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434231245,0.000856207,-1.031624186,0.398022926,3.00023189,-3.858653908,-3.222204296,-10.10190349,-10.33580453,-10.46864185
313,1.88E-62,6.16E-34,5.48E-23,1.69E-27,28.36787427,0,0.000772062,-12247.39892,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434230238,0.000853105,-1.031624598,0.398020196,3.000230027,-3.858704482,-3.222251911,-10.10219901,-10.33627612,-10.46864422
314,1.23E-62,2.57E-34,5.39E-23,1.69E-27,28.36787426,0,0.000772062,-12247.78067,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434230238,0.00085299,-1.031624598,0.398020111,3.000230027,-3.858731926,-3.222319106,-10.10265259,-10.3365754,-10.46924786
315,6.26E-63,1.48E-34,5.24E-23,1.69E-27,28.36787426,0,0.000772062,-12250.59868,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434230231,0.000852956,-1.031624634,0.398013095,3.000230027,-3.858740406,-3.222396608,-10.10265527,-10.33657568,-10.46924786
316,3.38E-63,1.14E-34,5.24E-23,1.39E-27,28.36787425,0,0.000772062,-12250.63068,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434230231,0.000852776,-1.031624634,0.39801142,3.000230027,-3.858790418,-3.222494875,-10.10300289,-10.33666581,-10.4693312
317,1.37E-63,9.24E-35,5.24E-23,8.22E-28,28.36787425,0,0.000772062,-12250.81906,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434229072,0.000852668,-1.031624702,0.398010577,3.000229992,-3.858818964,-3.22252139,-10.1031905,-10.33694496,-10.4695517
318,2.78E-64,6.90E-35,5.24E-23,8.08E-28,28.36787425,0,0.000772062,-12253.37954,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434221039,0.000852664,-1.031624781,0.398010577,3.000229819,-3.858819144,-3.222583362,-10.10327815,-10.33701154,-10.4695517
319,5.91E-66,4.45E-35,5.18E-23,6.68E-28,28.36787423,0,0.000772062,-12255.96099,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434221039,0.000852664,-1.031624781,0.398009877,3.000229819,-3.858822997,-3.222594903,-10.10350701,-10.3371031,-10.47003448
320,6.07E-67,3.78E-35,5.18E-23,1.48E-28,28.36787423,0,0.000771552,-12256.49196,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434219307,0.000852658,-1.031624799,0.398009877,3.000229792,-3.85888887,-3.222663692,-10.10370318,-10.33852952,-10.47004467
321,5.87E-67,3.19E-35,5.18E-23,1.15E-28,28.36787423,0,0.000771552,-12257.74438,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434217647,0.000852629,-1.031624863,0.398009872,3.000229678,-3.858893579,-3.222687142,-10.10372392,-10.33891653,-10.47009255
322,4.77E-67,2.07E-35,1.07E-25,3.15E-29,28.36787423,0,0.000769306,-12259.22467,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434217647,0.000852614,-1.031624863,0.398008701,3.000229614,-3.858915625,-3.222717138,-10.10373925,-10.33964098,-10.4722514
323,1.81E-67,9.28E-36,1.07E-25,3.02E-29,28.36787423,0,0.000769306,-12259.57581,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434217552,0.000852614,-1.031624918,0.398008701,3.000229614,-3.858929737,-3.222769286,-10.10422904,-10.33983434,-10.47245967
324,1.33E-67,4.35E-36,1.06E-25,3.02E-29,28.36787422,0,0.00076062,-12260.24761,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434217551,0.000852614,-1.031624918,0.398008261,3.00022915,-3.85897159,-3.222774277,-10.10552368,-10.33986844,-10.47249105
325,7.79E-70,1.25E-36,1.06E-25,3.02E-29,28.36787422,0,0.000757157,-12264.8209,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434217551,0.000852605,-1.031624929,0.398007501,3.00022915,-3.858975107,-3.222788151,-10.10803212,-10.34009526,-10.47261939
326,4.90E-70,5.24E-37,1.06E-25,3.02E-29,28.36787421,0,0.000757157,-12271.29191,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434217258,0.000852599,-1.031624964,0.398004888,3.00022915,-3.858982751,-3.222805954,-10.10861519,-10.34032303,-10.47276331
327,1.73E-70,2.96E-37,9.87E-26,3.01E-29,28.36787419,0,0.000757157,-12272.01959,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434217258,0.000852239,-1.031625125,0.398003412,3.000227818,-3.859079142,-3.223063451,-10.10888107,-10.34163387,-10.47293855
